source,target
John Hooton,Thomas Moore
Ezra Collins,John Phillips
Edward Dolbear,Paul Revere
John Hicks,Stephen Bruce
John Russell,Nicholas Campbell
Benjamin Simpson,Thomas Moore
John Whitten,Thomas Milliken
Herman Brimmer,Thomas Marshall
Abraham Hunt,Amos Lincoln
John Symmes,William Breck
Edward Davis,Thomas Chase
Edward Dolbear,Thomas Bradlee
Jonathan Stoddard,Thomas Chase
Phillip Marett,William Gould
Nathaniel Bradlee,Thomas Williams
Elias Parkman,John Marson
Caleb Champney,William Dennie
Adam Collson,Joseph Palmer
Asa Stoddard,Benjamin Edes
Josiah Flagg,Moses Deshon
Walter Kerr,William McAlpine
John Pulling,Nathaniel Appleton
Gilbert Ash,William Bell
Lendall Pitts,Matthew Loring
Nathaniel Hitchborn,Phillip Lewis
Edward Proctor,John Prince
James Swan,Nathaniel Appleton
Nathaniel Barber,Samuel Barnard
Ambrose Ferrell,John Hoffins
Elisha Story,Nathaniel Greene
Henry Bass,Jeremiah Williams
Edward Howe,Joseph Eaton
Paul Revere,William Dennie
Edward Potter,Thomas Webster
Richard Palms,Thomas Hitchborn
Capt Cazneau,John Symmes
Isaac Pearce Jr,Thomas Young
Samuel Fenno,Samuel Howard
John Adams,Mr Chadwell
Benjamin Church,Caleb Champney
Caleb Davis,William Powell
George Hewes,Jeremiah Williams
Daniel Ingersoll,Thomas Chase
John Spurr,Joseph Eayres
Isaac Pearce,Thomas Chase
Elias Parkman,Richard Boynton
Nathaniel Greene,Thomas Williams
Gibbens Sharp,Isaac Pearce Jr
John Sweetser,William Molineux
Edward Potter,Phillip Lewis
Henry Bass,Samuel Peck
Elisha Callendar,Jefferds
Samuel Hammond,William Etheridge
John Symmes,Richard Palms
Henry Bass,Joseph Payson
Eckley,William Molineux
Benjamin Waldo,Eben Hancock
Benjamin Edes,William Breck
Henry Purkitt,John Hooton
Anthony Morse,James Starr
Joseph Mountford,Samuel Foster
Increase Blake,John Marlton
Jonathan Williams,Peter Boyer
Thomas Kimball,Thomas Tileston
Elisha Story,Matthew Loring
Capt MacKintosh,Lendall Pitts
Benjamin Burt,Thomas Chrysty
Edward Proctor,Phineas Stearns
Elisha Story,John Symmes
Sam Partridge,Samuel Barrett
Edward Proctor,Thomas Marshall
John Russell,Nathaniel Barber
Edward Jarvis,Increase Blake
John Prince,Samuel Hobbs
Edward Burbeck,Philip Tabor
John Merrit,Thomas Tileston
Thomas Milliken,William Bell
Joseph Eayres,Thomas Young
Enoch Brown,Moses Grant
Archibald MacNeil,Peter Slater
John Crane,Josiah Bradlee
Archibald MacNeil,Moses Grant
Henry Purkitt,Phineas Stearns
Peter Slater,Samuel Gore
Caleb Hopkins,John Avery
William Hoskins,William Molineux
Josiah Wheeler,Matthew Loring
Asa Stoddard,Capt Cazneau
Abraham Hunt,John Prince
James Foster Condy,Newn Greenough
Phillip Lewis,Phillip Marett
Jonathan Mason,Martin Brimmer
James Swan,Lendall Pitts
Benjamin Austin,Samuel Barrett
Ambrose Sloper,Edward Burbeck
Joseph Eaton,Samuel Peck
Dr Allen,Gibbens Sharp
Nathaniel Hitchborn,Seth Chipman
Ezra Collins,John Hoffins
Gershom Collier,Lendall Pitts
Matthew Loring,Thomas Williams
Abiel Ruddock,Thomas Peck
James Foster Condy,Samuel Emmes
Josiah Bradlee,Samuel Hobbs
Joseph Eaton,William Pierce
Sam Partridge,William Davis
Joseph Mountford,Joseph Roby
Ezekiel Cheever,Samuel White
Amos Lincoln,Thomas Machin
John Sigourney,John Symmes
Capt MacKintosh,Jonathan Hunnewell
Samuel Foster,Thomas Spear
Joseph Shed,Joshua Wyeth
Samuel Cooper,Samuel Peck
Robert Sessions,Eckley
Benjamin Edes,Richard Palms
Gabriel Johonnott,Isaac Pearce Jr
Edward Potter,Phillip Marett
Benjamin Church,Josiah Quincy
Henry Bass,Moses Grant
George Hewes,James Swan
Elisha Story,Joseph Warren
John Marson,William Powell
Samuel Gore,Thomas Machin
Edward Cailleteau,John Hoffins
John May,Thomas Machin
Amos Lincoln,James Bewer
Joseph Palmer,William Hendley
Stephen Bruce,Thomas Moore
John Spurr,William Hendley
John May,Thomas Williams
John Peters,William Russell
Caleb Hopkins,Sam Partridge
Caleb Davis,Fortesque Vernon
Edward Burbeck,Hugh Brown
Joseph Shed,Robert Davis
Joseph Eaton,Thomas Bradlee
Daniel Ingersoll,Henry Bass
Benjamin Kent,Thomas Hitchborn
Abraham Hunt,Thomas Urann
Edward Davis,John Bradford
James Seward,William Burbeck
John Crane,Richard Hunnewell
Capt MacKintosh,Edward Proctor
Joseph Eayres,Thomas Spear
Eben Hancock,Moses Gill
Joseph Mountford,Samuel Peck
James Starr,William Russell
Isaac Pearce Jr,John Boit
John Jenkins,Philip Tabor
John Spurr,Joseph Mountford
Isaac Pearce Jr,James Swan
Joseph Eayres,Martin Brimmer
Abraham Hunt,Adam Collson
Edward Proctor,Pierce Isaac
Capt MacKintosh,Samuel Howard
Jeremiah Williams,Samuel Hobbs
Caleb Hopkins,Moses Gill
Eben Johnston,Joseph Eayres
Capt MacKintosh,Phineas Stearns
John Gammell,Stephen Bruce
Richard Boynton,Thomas Roylson
James Bewer,Joseph Roby
Benjamin Burt,Moses Grant
Nathaniel Willis,Robert Davis
Dr Allen,Richard Palms
Abraham Hunt,Nathaniel Greene
Edward Dolbear,Edward Howe
Joseph Mountford,Samuel Hobbs
Paul Revere,William Wingfield
Adam Collson,Samuel Foster
James Swan,Samuel Hammond
Enoch Brown,Nat Noyces
Caleb Davis,William Greenleaf
George Hewes,Samuel Hobbs
Joseph Warren,Thomas Chrysty
Ebenezer Stevens,James Starr
Amos Lincoln,Peter Slater
John Hooton,William Molineux
John Hancock,Samuel Pitts
Benjamin Clarke,John Hooton
Ambrose Ferrell,Joseph Webb
John Ballard,Nathaniel Barber
Benjamin Simpson,Joseph Eaton
Capt Cazneau,Edward Proctor
Samuel Whitwell,William Davis
David Bradlee,John May
Henry Bass,Thomas Urann
Phineas Stearns,Robert Sessions
Joshua Wyeth,Thomas Machin
Eben Hancock,Oliver Wendell
Henry Prentiss,Joseph Shed
Ezekiel Cheever,Richard Boynton
Adam Collson,James Bewer
Gilbert Colesworthy,Nathaniel Frothingham
Samuel Emmes,Samuel White
Abraham Hunt,Paul Revere
James Foster Condy,Samuel Fenno
Henry Prentiss,John Cochran
Herman Brimmer,Nathaniel Barber
Edward Howe,Nicholas Campbell
Ezra Collins,William Wingfield
Edward Davis,Elias Parkman
James Starr,Nathaniel Bradlee
Joseph Warren,Thomas Dawes
Royall Tyler,William Cooper
John Russell,Nathaniel Frothingham
John Russell,Samuel Gore
John Hicks,Jonathan Hunnewell
Edward Proctor,Isaac Pearce
Benjamin Simpson,John Prince
Nicholls,William Palfrey
Thomas Moore,Thomas Porter
Thomas Milliken,Jefferds
Isaac Pearce Jr,Samuel Adams
Daniel Ingersoll,Samuel Hobbs
Nathaniel Holmes,Richard Palms
Jonathan Hunnewell,Paul Revere
Eben Symmes,Samuel Emmes
Martin Brimmer,William Powell
Dr Allen,John Adams
Israel Obear,John Hoffins
James Foster Condy,John Boit
John Adams,John Symmes
David Kinnison,Stephen Bruce
Seth Chipman,Wait Gray
Jonathan Hunnewell,Thomas Hunstable
Samuel Moody,Jefferds
Oliver Wendell,William Powell
William Etheridge,William Russell
Benjamin Edes,Henry Welles
Job Prince,William Whitwell
John Gammell,Samuel Barnard
Ezekiel Cheever,Herman Brimmer
John Hicks,Thomas Bradlee
Benjamin Burt,Joseph Greenleaf
John Avery,Jos Brackett
Joseph Roby,Phineas Stearns
Edward Potter,Moses Deshon
Nathaniel Frothingham,Thomas Porter
Israel Obear,William Gould
Nathaniel Greene,Samuel Howard
John Crane,Thomas Melville
Caleb Davis,John Brown
Capt Cazneau,John Sigourney
Fortesque Vernon,Newn Greenough
James Swan,William Hendley
John Bradford,Richard Boynton
John Whitten,Seth Chipman
Capt Cazneau,Thomas Hitchborn
Edward Dolbear,John Russell
William Molineux,William Russell
Eben Hancock,Edward Davis
Thomas Melville,Eckley
Nathaniel Bradlee,Samuel Barnard
Nathaniel Appleton,Richard Palms
Asa Stoddard,James Foster Condy
Phineas Stearns,Thomas Urann
Benjamin Burton,John Spurr
Oliver Wendell,Pierce Isaac
Edward Proctor,Joseph Shed
Henry Broomfield,Newn Greenough
Henry Prentiss,Stephen Bruce
John Marson,Newn Greenough
Gilbert Colesworthy,Joshua Wyeth
James Foster Condy,Thomas Moore
William Greenleaf,William Mackay
Moses Grant,Eckley
John Randall,Joseph Roby
Elisha Callendar,William Wingfield
Amos Lincoln,Samuel Sprague
Joseph Warren,William Dennie
Ezra Collins,Increase Blake
Benjamin Austin,Samuel Whitwell
David Kinnison,Joseph Eaton
Edward Proctor,Samuel Emmes
Edward Howe,Richard Hunnewell
Joseph Webb,Walter Kerr
Joseph Eayres,Samuel Gore
Archibald MacNeil,Elisha Story
James Starr,James Foster Condy
Eben Hancock,Enoch Brown
Eliphelet Newell,Henry Bass
Gilbert Ash,Thomas Urann
John Hancock,William Powell
Samuel Emmes,Thomas Urann
John Prince,Thomas Urann
James Seward,Phillip Lewis
Archibald MacNeil,Stephen Bruce
James Seward,Walter Kerr
Joseph Eayres,Thomas Roylson
James Foster Condy,John Symmes
Adam Collson,Henry Prentiss
James Foster Condy,Nathaniel Bradlee
Moses Gill,Nathaniel Barber
Robert Sessions,Thomas Chase
Joseph Eaton,Samuel Hammond
Edward Proctor,Paul Revere
Fortesque Vernon,James Ivers
John Hicks,Joseph Eaton
Lendall Pitts,Paul Revere
Henry Bass,Thomas Porter
Abraham Hunt,Joseph Lee
John Marson,William Greenleaf
Benjamin Burton,Thomas Porter
Phineas Stearns,Samuel Howard
James Foster Condy,William Russell
Fortesque Vernon,William Whitwell
Capt Cazneau,Thomas Chase
Ebenezer Stevens,Nathaniel Greene
Caleb Davis,James Ivers
Gabriel Johonnott,John Matchett
Benjamin Edes,Isaac Pearce
James Seward,Philip Tabor
John Crane,Joseph Mountford
John Spurr,Thomas Chase
John Marlton,Thomas Crafts
Gilbert Colesworthy,Lendall Pitts
Edward Burbeck,Phillip Marett
Moses Grant,Samuel Hammond
Charles Jarvis,Samuel Austin
Joseph Roby,Thomas Hunstable
Josiah Quincy,Royall Tyler
Edward Potter,Wait Gray
Ambrose Ferrell,Thomas Milliken
John Brown,Joseph Eayres
Elisha Story,Gibbens Sharp
Josiah Wheeler,Thomas Hunstable
Henry Prentiss,Nathaniel Barber
John Pitts,Samuel Austin
Joseph Roby,Samuel Sprague
Elisha Story,Thomas Young
Dr Allen,Thomas Chase
Edward Davis,John Marson
Phineas Stearns,Thomas Young
John Boit,Samuel White
Elisha Story,John Sigourney
Eliphelet Newell,Thomas Bolter
John Whitten,William Burbeck
Herman Brimmer,Nat Noyces
Capt MacKintosh,Daniel Ingersoll
Nathaniel Willis,Samuel Cooper
John Peters,Joseph Eaton
Benjamin Kent,William Breck
Phillip Lewis,Seth Chipman
Joseph Greenleaf,Samuel Adams
Paul Revere,Jefferds
Charles Jarvis,Edward Proctor
John Phillips,William Gould
Adam Collson,David Bradlee
Increase Blake,Phillip Marett
Ezekiel Cheever,William Greenleaf
Edward Cailleteau,Jefferds
David Kinnison,Thomas Williams
Anthony Morse,George Hewes
Benjamin Simpson,William Molineux
Thomas Williams,William Etheridge
Edward Jarvis,Israel Obear
Jonathan Parker,Joseph Palmer
Jonathan Stoddard,William Dennie
Edward Proctor,Jeremiah Williams
Joseph Eayres,William Whitwell
John Crane,Paul Revere
Henry Bass,John Ballard
Caleb Davis,Newn Greenough
Capt MacKintosh,Ebenezer Stevens
Lendall Pitts,Nathaniel Barber
Joseph Webb,Seth Chipman
Josiah Bradlee,Stephen Bruce
John Prince,Samuel Peck
Samuel Foster,Thomas Urann
Nathaniel Hitchborn,Phillip Marett
John Cochran,Josiah Bradlee
Edward Proctor,Gilbert Colesworthy
John Boit,Thomas Kimball
Job Prince,Samuel Adams
James Bewer,Samuel Gore
Richard Boynton,William Phillips
Josiah Wheeler,William Etheridge
Ambrose Ferrell,Peter Doyle
Benjamin Church,William Hickling
James Seward,William Wingfield
John Boit,Thomas Hitchborn
John Symmes,Nathaniel Barber
Samuel Gore,Thomas Bradlee
Caleb Champney,William Hoskins
Benjamin Clarke,Nicholas Campbell
Ezra Collins,Wait Gray
Benjamin Waldo,Thomas Chase
James Swan,Jeremiah Williams
James Graham,Nicholls
John Gammell,Joshua Wyeth
John Spurr,Samuel Hobbs
Gershom Collier,John Peters
Benjamin Austin,Samuel Austin
Edward Howe,Samuel Hobbs
Henry Bass,Moses Gill
Elisha Story,Stephen Bruce
Samuel Emmes,Thomas Hitchborn
Thomas Melville,Thomas Urann
James Otis,Samuel Phillips
Gibbens Sharp,John Boit
Daniel Ingersoll,Jonathan Parker
David Bradlee,Samuel Sprague
Abraham Hunt,David Bradlee
Edward Jarvis,John Phillips
John Spurr,Richard Hunnewell
Benjamin Clarke,Samuel Sprague
John Gammell,Thomas Urann
Dr Allen,Elias Parkman
James Graham,James Seward
Paul Revere,Thomas Roylson
Ambrose Sloper,Jefferds
Archibald MacNeil,John Peters
John Gammell,Thomas Hunstable
Henry Stanbridge,Thomas Crafts
Eliphelet Newell,Jonathan Parker
Elias Parkman,Samuel Pitts
John Hicks,William Hendley
George Bray,Increase Blake
John Hicks,Joseph Shed
Ambrose Sloper,Thomas Crafts
Benjamin Austin,John Brown
Joshua Wyeth,Thomas Porter
Joseph Warren,Nicholls
Alexander Inglish,Thomas Crafts
Eben Symmes,John Sigourney
Elisha Story,William Dennie
Edward Cailleteau,William Bell
David Bradlee,John Prince
Gilbert Ash,John Phillips
John Lambert,Joseph Warren
Thomas Webster,William Burbeck
Oliver Wendell,William Molineux
John Russell,Thomas Bolter
John Matchett,John Winthrop
Anthony Morse,Edward Proctor
Elias Parkman,Isaac Pearce Jr
Henry Welles,Phillip Lewis
Edward Potter,Nathaniel Hitchborn
Joseph Roby,Robert Davis
Isaac Pearce,Samuel Adams
Joseph Warren,Jefferds
Edward Dolbear,Thomas Melville
John Symmes,Samuel Emmes
John Avery,Joseph Greenleaf
Edward Burbeck,Joseph Warren
Daniel Ingersoll,Richard Hunnewell
John Spurr,Joseph Payson
John Russell,Thomas Machin
John Russell,Moses Grant
Caleb Hopkins,John Pitts
Israel Obear,Thomas Milliken
Isaac Pearce Jr,James Foster Condy
Perez Morton,William Dennie
John Bradford,Thomas Chase
James Foster Condy,John Merrit
Edward Burbeck,Edward Potter
Elisha Callendar,John Marlton
Edward Proctor,John Spurr
Thomas Melville,Thomas Porter
Alexander Inglish,Richard Pulling
Henry Bass,Richard Boynton
Isaac Pearce,William Dennie
James Swan,John Gammell
Caleb Davis,Herman Brimmer
John Hancock,John Lambert
John Winthrop,Oliver Wendell
Daniel Ingersoll,Peter Slater
Caleb Champney,Henry Bass
James Bewer,Samuel Barnard
Samuel Phillips,William Cooper
Nicholls,William Wingfield
John Prince,Thomas Bradlee
John May,Stephen Bruce
Abiel Ruddock,Moses Grant
Abiel Ruddock,Nat Noyces
Abraham Hunt,Joseph Payson
John May,Samuel Foster
Edward Cailleteau,Hugh Brown
Adam Collson,John Adams
Archibald MacNeil,Edward Howe
Paul Revere,Thomas Dawes
Gershom Collier,William Pierce
Caleb Champney,Thomas Tileston
Edward Davis,John Avery
Caleb Davis,Nathaniel Barber
John Randall,Robert Sessions
Elias Parkman,Jonathan Mason
John May,Peter Slater
John Bradford,Joseph Greenleaf
John Symmes,Perez Morton
Nathaniel Barber,Thomas Chase
Isaac Pearce,Thomas Urann
James Starr,Joseph Roby
James Starr,Thomas Chase
John Pitts,William Greenleaf
John Pulling,William Whitwell
Isaac Pearce,Mr Chadwell
David Bradlee,Ebenezer Stevens
Benjamin Simpson,Joseph Payson
Matthew Loring,Samuel Foster
John Lowell,Thomas Kimball
Ambrose Sloper,Edward Jarvis
Thomas Spear,Thomas Young
Joseph Greenleaf,Richard Palms
Isaac Pearce,John Matchett
Daniel Ingersoll,Joseph Mountford
Mr Chadwell,Perez Morton
Capt MacKintosh,Nicholas Campbell
Joseph Eayres,Peter Boyer
Benjamin Simpson,Peter Slater
James Starr,Samuel Howard
Stephen Bruce,William Molineux
Samuel Adams,William Molineux
Henry Stanbridge,William Palfrey
Newn Greenough,Peter Boyer
Nathaniel Bradlee,Nathaniel Greene
Benjamin Kent,Elias Parkman
Eben Hancock,William Phillips
Ambrose Ferrell,Thomas Crafts
James Starr,John May
Anthony Morse,Edward Dolbear
Caleb Davis,Jonathan Mason
John Ballard,Moses Grant
Joseph Payson,Joseph Shed
Joshua Wyeth,Nathaniel Barber
John Avery,Sam Partridge
Herman Brimmer,William Davis
Gibbens Sharp,Mr Chadwell
Joseph Eayres,Samuel Peck
Enoch Brown,John Pitts
Dr Allen,William Hickling
Caleb Hopkins,Edward Proctor
James Otis,John Bradford
Lendall Pitts,Nathaniel Greene
Elisha Story,Thomas Hunstable
Asa Stoddard,Joseph Warren
John Winthrop,Mr Chadwell
Nathaniel Hitchborn,Thomas Webster
Samuel Gore,Thomas Moore
James Otis,William Cooper
Amos Lincoln,Samuel Barnard
Adam Collson,John Prince
Samuel Sprague,Thomas Chase
John Hoffins,John Phillips
Capt MacKintosh,James Foster Condy
Edward Dolbear,Josiah Wheeler
Ambrose Sloper,Elisha Callendar
Capt Cazneau,William Hickling
Joseph Lee,Nathaniel Barber
Paul Revere,Thomas Webster
Nathaniel Willis,Thomas Melville
Nat Noyces,William Phillips
Josiah Bradlee,Samuel Peck
Herman Brimmer,Samuel Pitts
James Swan,James Foster Condy
Edward Proctor,John Gammell
Archibald MacNeil,George Hewes
Nat Noyces,Paul Revere
Israel Obear,Moses Deshon
John Matchett,William Molineux
Ezekiel Cheever,John Winthrop
Abiel Ruddock,Isaac Pearce
John Matchett,John Merrit
John Prince,Thomas Machin
Elias Parkman,John Pulling
Lendall Pitts,Thomas Williams
Gibbens Sharp,John Lowell
Bos Foster,Ezekiel Cheever
James Ivers,Sam Partridge
Benjamin Austin,Job Prince
John Cochran,Joseph Palmer
Gilbert Ash,John Jenkins
Thomas Young,William Dennie
Thomas Milliken,William McAlpine
Eben Symmes,Edward Proctor
John Avery,Pierce Isaac
Benjamin Church,John Matchett
Anthony Morse,Jeremiah Williams
Benjamin Waldo,John Hancock
Robert Davis,William Etheridge
George Hewes,Robert Sessions
Henry Broomfield,John Avery
David Bradlee,William Etheridge
Charles Jarvis,William Phillips
Joseph Eaton,Samuel Gore
Joseph Roby,Samuel Fenno
John Winslow,Samuel Phillips
Eliphelet Newell,Peter Slater
John Ballard,Thomas Kimball
Edward Burbeck,Henry Welles
Edward Burbeck,John Phillips
Samuel Hobbs,Eckley
Henry Broomfield,Nathaniel Barber
John Hooton,Thomas Williams
John Gammell,Joseph Mountford
David Bradlee,Stephen Bruce
Gershom Collier,Samuel Hammond
Mr Chadwell,Thomas Kimball
John Avery,John Marson
Caleb Davis,John Hancock
Nicholas Campbell,Samuel Hobbs
John Peters,Samuel Fenno
Benjamin Simpson,Eckley
Gershom Collier,Henry Purkitt
Richard Hunnewell,Thomas Williams
Richard Boynton,William Davis
Eben Johnston,Samuel Barrett
Joseph Roby,Nicholas Campbell
Joseph Payson,Samuel Cooper
John Sigourney,Paul Revere
Archibald MacNeil,Daniel Ingersoll
Ebenezer Stevens,Nathaniel Bradlee
Henry Bass,John Hicks
Henry Stanbridge,Nicholls
Joseph Payson,Lendall Pitts
Thomas Hitchborn,Thomas Tileston
John Russell,Thomas Porter
Benjamin Burton,Ebenezer Stevens
Mr Chadwell,Samuel Adams
Ezekiel Cheever,Perez Morton
Henry Bass,John Prince
Jonathan Mason,Samuel Whitwell
Abiel Ruddock,Nathaniel Barber
James Bewer,Phineas Stearns
Edward Davis,Samuel Pitts
Newn Greenough,William Greenleaf
Peter Doyle,William McAlpine
Caleb Davis,Joseph Greenleaf
John May,Samuel Gore
John Matchett,Nathaniel Holmes
Richard Pulling,Samuel Moody
Ezra Collins,Thomas Webster
Joseph Payson,Nathaniel Greene
Abraham Hunt,Matthew Loring
John Crane,Joseph Palmer
Asa Stoddard,Richard Palms
James Swan,Thomas Kimball
Josiah Bradlee,Thomas Machin
Henry Stanbridge,Henry Welles
Eliphelet Newell,Henry Purkitt
Israel Obear,Philip Tabor
Richard Palms,Thomas Tileston
Nicholas Campbell,Peter Slater
Richard Hunnewell,Thomas Hunstable
Benjamin Burt,Benjamin Church
John Gammell,William Molineux
John Cochran,Joseph Eayres
Lendall Pitts,Thomas Chase
Joshua Wyeth,Nathaniel Frothingham
James Swan,Thomas Hunstable
Charles Jarvis,Nat Noyces
Joseph Payson,Nathaniel Willis
Samuel Peck,Thomas Crafts
Benjamin Clarke,Joseph Eayres
Lendall Pitts,Nathaniel Bradlee
Edward Cailleteau,John Phillips
Nat Noyces,William Powell
Fortesque Vernon,Samuel Austin
Gershom Collier,Joshua Wyeth
Elias Parkman,William Dennie
Capt Cazneau,James Foster Condy
Richard Hunnewell,Samuel Cooper
James Foster Condy,William Hickling
Jeremiah Williams,Joseph Mountford
Bos Foster,Joseph Warren
Henry Prentiss,Matthew Loring
Anthony Morse,William Pierce
Daniel Ingersoll,John Prince
James Swan,Nathaniel Willis
Henry Bass,William Davis
Benjamin Edes,James Swan
James Otis,Joseph Greenleaf
Samuel Gore,Thomas Chase
Eben Symmes,John Matchett
John Sigourney,Nathaniel Appleton
Anthony Morse,Eckley
Jonathan Parker,Nathaniel Frothingham
Sam Partridge,William Greenleaf
Asa Stoddard,Samuel Adams
Samuel Sprague,Thomas Bradlee
Edward Proctor,Samuel Cooper
Eben Hancock,Joseph Greenleaf
Thomas Bolter,Thomas Young
Samuel Barrett,Walter Kerr
James Bewer,Samuel Fenno
James Graham,Peter Doyle
Samuel White,William Hickling
Edward Burbeck,John Whitten
Benjamin Austin,Pierce Isaac
Caleb Champney,John Matchett
Adam Collson,Nathaniel Greene
Joseph Palmer,William Russell
Jonathan Hunnewell,Samuel Sprague
Archibald MacNeil,Thomas Bradlee
Matthew Loring,Samuel Peck
Benjamin Church,John Pulling
Benjamin Church,Eben Symmes
Henry Stanbridge,Joseph Webb
Thomas Peck,William Hickling
Henry Prentiss,Thomas Hunstable
Pierce Isaac,William Phillips
Nathaniel Barber,Thomas Bradlee
Thomas Bolter,William Russell
David Kinnison,James Foster Condy
Samuel Foster,Samuel Gore
Joseph Eaton,Samuel Hobbs
Archibald MacNeil,William Russell
Eben Hancock,Jonathan Mason
Edward Dolbear,Nicholas Campbell
David Bradlee,William Pierce
Peter Slater,Richard Hunnewell
Elias Parkman,Oliver Wendell
Archibald MacNeil,Lendall Pitts
Phillip Marett,Thomas Webster
Fortesque Vernon,Thomas Roylson
Josiah Wheeler,Samuel Howard
Joseph Lee,Stephen Bruce
Benjamin Austin,John Pitts
Edward Cailleteau,Edward Jarvis
Thomas Moore,Thomas Young
David Bradlee,Samuel Foster
Elisha Callendar,Paul Revere
Amos Lincoln,Samuel Hobbs
Isaac Pearce,Nathaniel Appleton
Henry Welles,Walter Kerr
John May,Josiah Wheeler
Abiel Ruddock,Job Prince
Thomas Bolter,Thomas Machin
Jonathan Parker,Thomas Machin
Samuel Hammond,Thomas Moore
David Kinnison,John Prince
John Peters,Jonathan Parker
Gibbens Sharp,Thomas Peck
James Foster Condy,Richard Hunnewell
Jonathan Mason,William Greenleaf
John Hicks,Joseph Mountford
Edward Burbeck,Increase Blake
Peter Doyle,William Burbeck
Dr Allen,Isaac Pearce Jr
Eliphelet Newell,Thomas Moore
Eben Symmes,William Molineux
Henry Bass,Henry Purkitt
Gilbert Ash,William Burbeck
George Hewes,John May
John Adams,Samuel Phillips
Israel Obear,Joseph Warren
James Seward,Nicholls
Isaac Pearce,James Foster Condy
Nathaniel Willis,Samuel Howard
Paul Revere,Richard Pulling
John Hicks,John Prince
Adam Collson,William Hoskins
Joseph Webb,Thomas Urann
Abiel Ruddock,John Adams
Jeremiah Williams,Josiah Bradlee
Edward Proctor,Jonathan Mason
Samuel Barnard,Samuel Howard
John Pulling,William Hickling
Ebenezer Stevens,Samuel Gore
Joseph Lee,Thomas Young
Alexander Inglish,Increase Blake
Robert Pierpont,Thomas Young
Henry Stanbridge,John Marlton
John Ballard,Joseph Warren
Joshua Wyeth,Samuel Cooper
Edward Howe,Thomas Young
Nathaniel Barber,Thomas Machin
John Lowell,John Merrit
John Adams,Nathaniel Barber
Asa Stoddard,Samuel White
Caleb Hopkins,Moses Grant
Anthony Morse,Benjamin Burton
Benjamin Edes,James Foster Condy
Thomas Hunstable,William Molineux
Joseph Palmer,Thomas Machin
Benjamin Burton,Henry Purkitt
Benjamin Simpson,Samuel Hobbs
Henry Bass,Samuel Emmes
Benjamin Clarke,Samuel Hobbs
John Sigourney,Nathaniel Holmes
Gershom Collier,Josiah Bradlee
Elias Parkman,Thomas Hitchborn
Edward Potter,William McAlpine
Benjamin Burton,John Peters
Robert Davis,Samuel Fenno
Samuel Cooper,Samuel Howard
Benjamin Clarke,Nathaniel Greene
James Bewer,John Prince
Elisha Story,Mr Chadwell
Joseph Eayres,William Pierce
John Lowell,Joseph Greenleaf
Anthony Morse,Nathaniel Barber
Samuel Hobbs,Thomas Bradlee
Herman Brimmer,William Phillips
George Hewes,John Hicks
Samuel Hobbs,Samuel Peck
Paul Revere,Perez Morton
John Cochran,John Hooton
Adam Collson,Edward Howe
John Symmes,Thomas Tileston
Ebenezer Stevens,Stephen Bruce
John Pulling,William Davis
Capt Cazneau,Dr Allen
David Kinnison,Joshua Wyeth
John Prince,Nathaniel Barber
Henry Purkitt,William Hendley
John Hancock,Nat Noyces
James Foster Condy,John Hooton
Elias Parkman,Nathaniel Barber
John Sweetser,William Greenleaf
Josiah Wheeler,Nathaniel Greene
Isaac Pearce,Moses Grant
Benjamin Edes,John Symmes
George Hewes,Moses Grant
Ebenezer Stevens,Samuel Hammond
Nathaniel Barber,William Hendley
Joseph Shed,Thomas Porter
Benjamin Austin,Samuel Pitts
Adam Collson,Jonathan Hunnewell
Jeremiah Williams,Eckley
Archibald MacNeil,Samuel Cooper
Eliphelet Newell,Henry Prentiss
Amos Lincoln,Phineas Stearns
David Kinnison,Joseph Payson
Edward Jarvis,Paul Revere
Isaac Pearce Jr,John Symmes
Thomas Urann,William Gould
Amos Lincoln,Nathaniel Bradlee
Eliphelet Newell,John Prince
Lendall Pitts,Stephen Bruce
Henry Stanbridge,Walter Kerr
Benjamin Edes,Capt Cazneau
Archibald MacNeil,Samuel Hobbs
John Avery,Nat Noyces
Herman Brimmer,Pierce Isaac
James Foster Condy,Jonathan Mason
Ebenezer Stevens,William Pierce
Alexander Hill,Joseph Warren
John Boit,Joseph Warren
John Hicks,Thomas Melville
John Hooton,Samuel Hammond
Ambrose Ferrell,Samuel Moody
John Adams,John Pulling
Joseph Shed,Samuel Peck
Gershom Collier,James Foster Condy
John Hicks,John Spurr
Joseph Eaton,Thomas Porter
Benjamin Burt,Benjamin Edes
Gilbert Colesworthy,Thomas Urann
Edward Dolbear,Samuel Foster
Samuel Peck,Thomas Melville
John Boit,John Merrit
Nicholas Campbell,Thomas Spear
Dr Allen,John Winthrop
John Brown,Thomas Roylson
Joseph Warren,Samuel Whitwell
Thomas Milliken,Thomas Webster
Moses Deshon,William Palfrey
Elias Parkman,Sam Partridge
John Bradford,William Molineux
Benjamin Church,Edward Davis
Benjamin Kent,Samuel White
Robert Davis,Thomas Urann
Benjamin Edes,Thomas Crafts
Henry Broomfield,Richard Boynton
Sam Partridge,Samuel Adams
Thomas Urann,William Ham
Edward Dolbear,John Hooton
Edward Proctor,William Greenleaf
Martin Brimmer,Thomas Roylson
Gershom Collier,Jeremiah Williams
Samuel Cooper,William Molineux
James Otis,Royall Tyler
